transaction_count,balance_native,total_gas_used,is_bot
17,13.5091,664862.0,0
10,3.8974,465108.0,0
163,44.1959,10501977.0,0
95,54.632,7279432.0,0
34,20.2412,2718331.0,0
37,5.4809,3085245.0,0
16,13.6423,1209259.0,0
59,1.9071,3008372.0,0
25,10.0748,1012186.0,0
39,18.0566,1326031.0,0
15,14.7587,1169799.0,0
333,139.2094,20428479.0,0
88,32.1594,7655188.0,0
12,14.6042,844845.0,0
121,66.7406,3651039.0,0
150,71.2067,10002336.0,0
116,65.2952,2606275.0,0
279,69.7865,10944871.0,0
47,18.4174,1393862.0,0
18,8.5276,858557.0,0
73,19.5836,6404566.0,0
69,10.5496,2369257.0,0
177,81.2349,6418709.0,0
190,86.5709,10627725.0,0
42,22.5456,3688642.0,0
20,10.2143,1539159.0,0
13,7.9312,1209392.0,0
57,4.8513,1310823.0,0
2,0.0,42000.0,1
77,25.6976,6020839.0,0
75,2.6653,4972846.0,0
27,13.5375,1529595.0,0
23,14.6675,2258670.0,0
13,7.3671,308140.0,0
97,8.7788,2105837.0,0
209,59.5937,5055428.0,0
33,11.5526,1521647.0,0
136,63.9023,11752060.0,0
196,35.3516,14722853.0,0
74,16.085,2373204.0,0
211,81.344,11796273.0,0
162,52.0881,8078839.0,0
2,0.0,42000.0,1
62,6.3906,4669368.0,0
458,129.1915,34954563.0,0
42,16.7912,1375146.0,0
57,31.4736,3041247.0,0
30,18.2152,2859910.0,0
11,3.9104,1010075.0,0
2,0.0,42000.0,1
75,14.1566,3304088.0,0
110,5.9087,2996731.0,0
180,32.9927,7378936.0,0
12975,0.0338,284591455.0,1
131,59.4892,12630083.0,0
460,176.4269,25044467.0,0
82,29.7945,8196106.0,0
170,39.1912,5075246.0,0
61,21.9687,4132745.0,0
76,10.6765,2104488.0,0
71,40.6526,3529242.0,0
104,45.3667,8842098.0,0
54,9.7923,3109798.0,0
38,10.0349,2666807.0,0
40,11.4901,3026626.0,0
125,48.0051,10935443.0,0
15,5.0364,569291.0,0
24951,0.0063,573784101.0,1
348,65.9894,11772705.0,0
44,17.2695,1984587.0,0
18,5.9225,886383.0,0
20,14.3356,1404706.0,0
356,109.103,29561682.0,0
42,13.0745,3226355.0,0
85,45.0484,3291574.0,0
128,19.3317,7080796.0,0
33,12.7327,3047122.0,0
99,27.845,6332144.0,0
13,10.2376,684821.0,0
59,14.894,4219802.0,0
22,16.5166,1679361.0,0
23,13.965,1203456.0,0
127,61.7984,6405274.0,0
80,15.0769,5298161.0,0
178,72.1744,14106655.0,0
1,0.0,21000.0,1
57,17.2389,4562781.0,0
26,4.8171,1959330.0,0
496,49.6869,16471661.0,0
1,0.0,21000.0,1
6,10.7238,484711.0,0
29,22.0784,1010090.0,0
18,4.8761,1736215.0,0
239,115.3191,13701027.0,0
41,6.6267,1143625.0,0
149,46.4287,11334365.0,0
49,5.3827,4099489.0,0
21,11.8926,940240.0,0
547,37.2084,50782720.0,0
88,14.9829,4222010.0,0
153,8.0456,7599348.0,0
35362,0.0038,853474521.0,1
87,41.6359,3487032.0,0
55,33.5682,3144196.0,0
372,63.253,10389556.0,0
156,17.1087,11066801.0,0
92,12.6503,4684596.0,0
47,23.906,1181479.0,0
171,11.1002,16052992.0,0
327,83.9489,12730266.0,0
33,21.1344,817036.0,0
43,18.7907,3798665.0,0
181,16.4598,16951365.0,0
8,4.6048,169877.0,0
10,10.3473,335465.0,0
39,10.6515,2144901.0,0
63,32.9759,2539757.0,0
12,3.9034,435356.0,0
21346,0.0161,522795988.0,1
35,6.9701,979583.0,0
27,20.1998,1489527.0,0
163,69.0878,9058818.0,0
226,65.4259,13154330.0,0
36,18.6518,2852573.0,0
39,14.0377,2188259.0,0
19,10.929,877892.0,0
63,23.3509,5767315.0,0
590,276.6734,27438536.0,0
135,34.9239,8433156.0,0
80,33.2428,4088083.0,0
21,8.2155,564074.0,0
64,27.5404,2818694.0,0
182,81.5763,13519148.0,0
79,36.3343,6464495.0,0
24,8.4891,1700228.0,0
99,53.3056,5661477.0,0
12,11.5228,626145.0,0
7,2.484,691983.0,0
14,6.1382,509064.0,0
328,46.9283,17823865.0,0
2,0.0,42000.0,1
192,7.1286,17810839.0,0
85,5.3702,3172569.0,0
23,5.5454,1038335.0,0
100,24.5053,5997547.0,0
30,17.5744,1580391.0,0
100,54.5588,5934245.0,0
16,4.6081,931182.0,0
19,11.5649,1694784.0,0
110,35.9894,5909385.0,0
120,25.8696,5045215.0,0
245,114.9795,18580507.0,0
81,26.1158,2026420.0,0
20,14.1449,1890083.0,0
55,5.81,3979081.0,0
148,71.565,10130275.0,0
33,6.305,1232882.0,0
51,11.4846,2918485.0,0
44,9.7971,3126168.0,0
97,41.4344,5965356.0,0
25,11.6499,2134438.0,0
55,17.98,2520385.0,0
2,0.0,42000.0,1
21,13.2643,1235356.0,0
10,7.7538,451286.0,0
27,6.8301,2432332.0,0
2,0.0,42000.0,1
119,12.0379,11075042.0,0
38,10.9241,1649973.0,0
11,13.6928,295672.0,0
9,4.6951,370784.0,0
56,19.2881,3346149.0,0
7,2.417,446294.0,0
138,63.1633,3786649.0,0
243,58.5623,21988135.0,0
94,16.8626,6297551.0,0
247,27.9585,22185058.0,0
17,9.4646,1478209.0,0
19,8.5483,1543971.0,0
20,14.3438,877614.0,0
72,22.5785,4729986.0,0
86,25.0736,8250275.0,0
38,1.8776,1391168.0,0
16,2.1644,527312.0,0
70,40.1416,6573465.0,0
22,12.0238,1243711.0,0
147,23.4113,8341630.0,0
29,10.0492,2410973.0,0
23,10.0139,2002805.0,0
93,21.3313,6193063.0,0
44,21.5903,1417646.0,0
17,6.7473,516581.0,0
101,37.5456,6976982.0,0
1,0.0,21000.0,1
111,37.818,8624621.0,0
7,4.58,251192.0,0
17,2.2517,1622392.0,0
15,11.7275,1186013.0,0
6342,0.0452,146760564.0,1
76,33.4364,7378547.0,0
157,2.7363,6326406.0,0
222,14.9428,11204778.0,0
730,144.021,52511772.0,0
143,54.2467,14019412.0,0
125,33.4083,8178276.0,0
41,24.1882,1090243.0,0
55,23.0453,5256244.0,0
12,14.5804,437541.0,0
84,36.6109,4062512.0,0
97,4.7338,4310838.0,0
134,33.1173,8002957.0,0
56,16.8451,3248100.0,0
291,73.2919,24025560.0,0
44,16.3266,1099288.0,0
124,41.6354,9737205.0,0
48,11.4523,2973623.0,0
35,6.0696,3284279.0,0
27,11.4061,1966268.0,0
270,16.1036,11675910.0,0
9,9.8756,825646.0,0
43,18.9386,3560003.0,0
63,33.9406,1683678.0,0
26,5.8411,1907783.0,0
177,91.7605,5579071.0,0
80,41.6929,5343812.0,0
20,9.8868,1480815.0,0
34,11.6105,2853324.0,0
213,38.5659,5035274.0,0
226,37.5739,6975082.0,0
63,24.7395,3740414.0,0
333,88.4901,20641548.0,0
49,15.556,1036757.0,0
542,231.3933,44832353.0,0
50,10.8781,3358310.0,0
138,40.2908,6169650.0,0
244,57.689,18335550.0,0
30,15.816,1013538.0,0
119,46.0419,11760704.0,0
82,14.5556,3983281.0,0
11,9.6695,416617.0,0
8,7.7289,395882.0,0
41,26.0411,3736740.0,0
15,15.7676,480664.0,0
6290,0.0499,150752186.0,1
25,12.1981,1527895.0,0
111,36.5578,2942986.0,0
23,10.3055,567606.0,0
226,10.27,16018252.0,0
411,169.8135,12124876.0,0
28,12.6156,1273679.0,0
46,26.6721,1684103.0,0
23,4.449,744569.0,0
167,41.7666,12580527.0,0
39,8.9023,1817591.0,0
1,6.697,53372.0,0
1,0.0,21000.0,1
43,22.7938,1623676.0,0
39,24.9203,2609711.0,0
79,10.7895,1767066.0,0
41,8.0733,3235394.0,0
36,26.2935,3021581.0,0
42,13.8201,1912644.0,0
31096,0.0354,688299422.0,1
808,377.918,73293594.0,0
356,97.187,34751724.0,0
35,2.814,2337520.0,0
40,10.0997,942654.0,0
110,38.5404,8512495.0,0
17,8.6699,1219429.0,0
129,57.9166,8325324.0,0
95,18.9026,3139225.0,0
59,21.8861,3018134.0,0
105,29.7753,7583636.0,0
32,17.7626,1505735.0,0
126,6.6048,5496209.0,0
69,14.3877,1477230.0,0
57,24.8598,2114687.0,0
30,9.6728,2047210.0,0
39,10.3215,856927.0,0
34,12.4542,725106.0,0
23,5.4189,1104120.0,0
2,0.0,42000.0,1
14,4.6624,1045314.0,0
9332,0.0097,223484551.0,1
42439,0.0144,946069428.0,1
59,18.4589,2289828.0,0
12,8.3638,1119819.0,0
64,16.59,5408908.0,0
74,24.8299,1567754.0,0
44,18.9438,4037628.0,0
26,18.9204,2033327.0,0
101,16.5144,6243755.0,0
21,11.7418,1639318.0,0
56,7.9213,3351674.0,0
105,9.3966,8805086.0,0
70,22.7085,2797965.0,0
35,16.3256,1752211.0,0
8,7.9315,584619.0,0
16,7.1934,1411315.0,0
84,45.0257,8125823.0,0
44,19.3936,3007059.0,0
52,7.1338,4856231.0,0
40,12.47,3250700.0,0
95,24.7195,3056770.0,0
37,24.7445,2021976.0,0
108,52.6338,2300342.0,0
42,14.5523,1171453.0,0
12831,0.0276,316958233.0,1
111,25.6978,4715768.0,0
24,9.5347,547119.0,0
60,25.2323,4159051.0,0
194,41.8797,6227547.0,0
157,15.4573,4104252.0,0
26,2.2575,1250726.0,0
18,6.7855,575068.0,0
30,6.3234,638606.0,0
53,10.9738,1867064.0,0
100,43.7088,2376388.0,0
24,4.2642,2237147.0,0
2,0.0,42000.0,1
242,95.9472,16008629.0,0
19,14.5691,447482.0,0
38,24.1053,1027531.0,0
360,45.345,35323899.0,0
23,10.4803,1447421.0,0
17,11.8681,873152.0,0
43,4.9191,3908923.0,0
27,0.4549,1785418.0,0
170,93.5696,16986728.0,0
2,0.0,42000.0,1
142,32.265,11703719.0,0
315,129.0662,28258743.0,0
98,42.403,5479236.0,0
27,2.8757,2684765.0,0
21,15.3109,1981896.0,0
43,24.4356,2756023.0,0
85,13.9192,3283648.0,0
30,9.4618,1149409.0,0
117,14.5494,4985045.0,0
27,13.9173,1906984.0,0
184,49.6392,3884486.0,0
286,120.4624,28040123.0,0
84,16.5722,6662313.0,0
90,42.3636,3048490.0,0
87,19.294,3255382.0,0
48,31.8634,2060086.0,0
74,26.7285,4649600.0,0
129,42.7305,12428299.0,0
30,8.7006,1408069.0,0
102,30.1186,8703663.0,0
21,7.2563,524328.0,0
23,11.6593,1562818.0,0
16,10.821,732317.0,0
132,29.5758,2969864.0,0
43,9.2019,3432568.0,0
51,9.6161,1803437.0,0
145,6.8178,8130874.0,0
42,18.0025,3878088.0,0
69,31.9828,2979170.0,0
99,39.4283,7696006.0,0
51,28.7381,2935329.0,0
37,12.564,955999.0,0
126,34.8411,8647203.0,0
60,19.6112,5172435.0,0
205,85.9168,17856277.0,0
14,3.8312,770676.0,0
40,23.3712,2288782.0,0
86,27.5699,7613807.0,0
277,12.7844,14335540.0,0
22,16.4882,2148675.0,0
132,43.1796,10345260.0,0
63,24.8348,6041458.0,0
74,19.8817,5686551.0,0
298,28.8547,24918603.0,0
22,8.1158,508078.0,0
22,2.7251,1856350.0,0
27,15.1845,1883914.0,0
57,15.0766,4849983.0,0
99,45.3565,5899157.0,0
195,79.7621,7477800.0,0
242,90.6202,5920293.0,0
182,32.0962,10082132.0,0
497,192.9456,34735455.0,0
99,30.5016,8881022.0,0
25,7.0363,2218763.0,0
3,3.6888,125469.0,0
81,16.4787,6671854.0,0
118,49.6359,9590026.0,0
42,14.6811,2643655.0,0
25,6.314,1152381.0,0
11,10.0358,1013352.0,0
51,19.2498,3461531.0,0
45792,0.0393,1025999734.0,1
307,39.8427,9102846.0,0
48,9.3444,2391852.0,0
1,0.0,21000.0,1
33,12.8995,3200787.0,0
143,59.481,11036458.0,0
5,2.3408,338925.0,0
208,94.4278,4952149.0,0
32,13.9393,2396986.0,0
60,9.4298,5798759.0,0
68,13.4606,4536048.0,0
83,41.855,4189840.0,0
78,24.1811,5492132.0,0
25,9.4129,1368816.0,0
40,9.9913,3536788.0,0
16,7.5504,1465210.0,0
39,11.49,1152248.0,0
196,77.3316,13576211.0,0
198,93.3468,14479336.0,0
29,15.4251,1105860.0,0
203,105.9849,18731664.0,0
30,13.1184,1500082.0,0
314,96.1912,9401513.0,0
69,19.7088,5517841.0,0
30,14.073,764058.0,0
50,5.0688,3635766.0,0
19,13.139,842329.0,0
105,15.339,2397333.0,0
361,114.2243,15193660.0,0
15,11.1306,788401.0,0
5,6.6109,231754.0,0
84,16.4706,7083339.0,0
21,4.4267,1037538.0,0
224,61.8299,22179268.0,0
50,16.7173,2114963.0,0
185,83.8438,14414817.0,0
147,42.7781,13499176.0,0
31,8.7521,2205184.0,0
83,45.2084,5699496.0,0
11,11.2712,237001.0,0
84,24.7712,7808693.0,0
241,94.0092,19187811.0,0
119,19.7907,7233264.0,0
60,25.5561,3147495.0,0
47,4.1163,2363023.0,0
43,8.1918,1374674.0,0
72,11.7238,7097973.0,0
286,136.7177,14928067.0,0
22,9.7527,847184.0,0
37,8.5399,1933051.0,0
149,22.8284,13409561.0,0
59,29.1917,4513426.0,0
42,7.2319,2024958.0,0
26,9.1633,2431512.0,0
24635,0.0141,590095612.0,1
45,21.3525,2149196.0,0
43,14.3194,4070071.0,0
85,36.0764,5115212.0,0
94,28.4041,7320052.0,0
861,247.544,23308568.0,0
166,21.9926,14099826.0,0
113,28.4712,7070237.0,0
57,5.8906,5312892.0,0
595,236.4066,57729457.0,0
36,13.964,2006256.0,0
90,18.2543,3974937.0,0
120,24.9949,5254733.0,0
18,9.2675,1723810.0,0
11,2.0113,520380.0,0
48,11.1776,2472469.0,0
26,19.6688,563854.0,0
47,20.5798,1640266.0,0
31,18.7323,2626712.0,0
12,13.5784,959950.0,0
27,12.0889,2627907.0,0
44,12.7215,1889150.0,0
55,6.4867,4640770.0,0
107,50.2878,10528660.0,0
48,20.3943,4059615.0,0
36,10.0825,2331284.0,0
67,37.1382,2933430.0,0
65,15.966,6091334.0,0
139,41.8663,7805792.0,0
17,8.5541,450372.0,0
67,13.7515,6595964.0,0
288,10.2553,25831089.0,0
40,8.2877,2057803.0,0
45176,0.0266,1073936221.0,1
36,20.0139,3579536.0,0
149,22.3864,14273482.0,0
42,17.712,3122766.0,0
49,28.6377,4346506.0,0
353,38.798,28686319.0,0
110,46.1411,10678209.0,0
19,15.1484,1575597.0,0
111,33.2621,3273471.0,0
55,29.0301,4718627.0,0
25,11.097,1050548.0,0
63,31.7462,1477031.0,0
39,14.225,904459.0,0
49,9.0108,1713161.0,0
32,21.4549,860411.0,0
79,16.762,6942388.0,0
16,14.9464,857014.0,0
33,23.6431,2907717.0,0
40,25.2196,3844764.0,0
33,10.7639,1090887.0,0
30,13.4832,1912466.0,0
5,6.0312,198072.0,0
109,56.0756,10702365.0,0
48,27.0238,3149574.0,0
30,13.578,962838.0,0
15,6.1977,902417.0,0
18,11.822,901068.0,0
44,12.9525,4389219.0,0
58,9.8554,3795351.0,0
456,119.5836,15416197.0,0
425,9.5101,42234057.0,0
44,28.1119,1573968.0,0
103,32.2737,6399714.0,0
1044,226.998,38377589.0,0
57,22.8691,3791683.0,0
122,8.6777,8409585.0,0
25,8.4926,2492618.0,0
66,7.908,2332154.0,0
121,59.68,10749615.0,0
201,57.8543,12277531.0,0
18,8.7649,1001603.0,0
116,10.4135,11555321.0,0
40,13.6232,3226205.0,0
12,14.7568,691159.0,0
115,64.6512,10013910.0,0
27,14.8782,908287.0,0
25,11.567,2441805.0,0
124,11.2755,6144746.0,0
116,9.3958,8800238.0,0
28,8.1393,1837796.0,0
254,30.9323,20317111.0,0
10,8.0083,923932.0,0
129,47.9726,9067364.0,0
109,20.6344,7505614.0,0
12,10.4077,521651.0,0
114,55.1105,2941200.0,0
34,14.6843,2827321.0,0
70,14.2976,1769613.0,0
457,210.4215,28399918.0,0
86,39.8158,4613102.0,0
83,17.4904,6194862.0,0
29,20.2432,2395400.0,0
9,4.8685,321015.0,0
16,7.4448,1218675.0,0
28988,0.0492,643101735.0,1
36,1.6772,2599072.0,0
2,0.0,42000.0,1
229,62.0752,19864298.0,0
70,39.365,4135461.0,0
121,16.0258,9671477.0,0
202,82.6799,9513644.0,0
104,26.9192,3141446.0,0
153,35.9966,14629979.0,0
51,21.6869,3571749.0,0
44,3.4206,1113672.0,0
97,45.3134,4495228.0,0
20,1.8992,588332.0,0
6,8.2626,163771.0,0
12,8.9674,1130928.0,0
33,13.7492,946970.0,0
13874,0.0227,299046122.0,1
42,10.2271,2508645.0,0
50,14.2459,4716698.0,0
109,27.2385,10505848.0,0
125,32.5227,4293265.0,0
16,7.2915,1087477.0,0
37,22.8806,1581972.0,0
35,11.7998,3378583.0,0
1,0.0,21000.0,1
287,27.1777,8390433.0,0
41,12.087,3659976.0,0
56,15.9321,2959024.0,0
84,14.7301,6994232.0,0
91,28.0899,6492874.0,0
103,52.9369,5311027.0,0
23040,0.041,549092277.0,1
96,46.6417,3593706.0,0
115,21.2189,4345176.0,0
74,38.3448,2067329.0,0
33,5.3856,3299395.0,0
65,9.0414,4982794.0,0
38936,0.0052,827832528.0,1
51,21.0902,2501108.0,0
48,21.9375,3319072.0,0
142,29.6145,11294577.0,0
8,2.5287,548667.0,0
5,8.1969,463889.0,0
114,11.4008,9581787.0,0
34,5.2291,1340393.0,0
44,6.6904,4095712.0,0
187,34.2917,8897033.0,0
84,50.013,2455129.0,0
43,24.7547,2354522.0,0
77,10.7759,6069365.0,0
12,8.2692,682721.0,0
117,36.0667,9377029.0,0
10,3.5103,278956.0,0
293,94.0459,21631841.0,0
235,72.2661,19048896.0,0
28,7.1954,2277080.0,0
93,21.181,2702742.0,0
14,6.1438,951267.0,0
110,38.2452,6406545.0,0
34,7.2454,893426.0,0
90,19.5251,3336643.0,0
45,15.099,2151760.0,0
7,5.6824,152345.0,0
11,7.6821,791149.0,0
98,47.5247,4767047.0,0
30,7.5824,1947313.0,0
40,17.8236,3565996.0,0
52,14.1147,1423561.0,0
56,27.4389,3903341.0,0
15,0.9133,1270472.0,0
1,0.0,21000.0,1
175,24.4103,8692070.0,0
40,18.944,1936080.0,0
51,17.7229,2236702.0,0
42,3.6812,1239797.0,0
42,10.8178,4028529.0,0
8,8.3218,378875.0,0
33,1.9697,2028961.0,0
26,12.9415,1486526.0,0
23878,0.0213,576735132.0,1
32,9.6961,1254554.0,0
16,13.6028,650510.0,0
78,37.4285,3050738.0,0
294,30.52,18654699.0,0
128,12.7391,11305266.0,0
2,0.0,42000.0,1
4,3.944,180412.0,0
12,9.5991,518418.0,0
53,28.9077,3199816.0,0
401,179.385,27836361.0,0
218,63.1989,6460781.0,0
9,5.6576,386006.0,0
20,11.1777,1384279.0,0
194,74.7941,13625868.0,0
31,7.6774,2477364.0,0
104,32.7121,2198345.0,0
255,44.3242,15382464.0,0
51,15.9426,2781676.0,0
164,51.3719,10033120.0,0
28,10.0519,2171740.0,0
9009,0.0212,208067087.0,1
197,10.924,16095405.0,0
270,41.4214,20512681.0,0
107,40.7218,4840521.0,0
61,10.9942,3882379.0,0
184,11.8855,7686272.0,0
51,17.5688,1680614.0,0
128,72.9526,9168685.0,0
80,12.042,4362448.0,0
1,0.0,21000.0,1
11,9.9327,304610.0,0
56,8.7713,4267969.0,0
30,16.4131,2962465.0,0
144,57.7939,11341329.0,0
63,14.0759,1401551.0,0
103,31.4482,10084239.0,0
25,10.8049,2339146.0,0
20,9.9082,1753763.0,0
164,34.3221,7587607.0,0
289,93.4691,28286286.0,0
50,26.9754,4158008.0,0
28,6.8962,1955126.0,0
115,59.073,5247911.0,0
208,53.1311,10788284.0,0
419,107.2794,17049942.0,0
41,7.2363,3911845.0,0
47,18.4889,3640122.0,0
22,4.0032,1665533.0,0
434,169.3886,10186773.0,0
30,14.3403,1982543.0,0
211,87.1134,11141353.0,0
29,14.1818,1168941.0,0
255,34.1767,17418416.0,0
63,26.5053,4723392.0,0
2,0.0,42000.0,1
21,1.5725,2016610.0,0
449,180.0665,24924454.0,0
4,10.5355,386910.0,0
414,150.6474,28448685.0,0
26,20.7967,2378932.0,0
89,39.4986,7844185.0,0
118,12.4737,9771522.0,0
14,11.6632,1094641.0,0
28,3.6151,1246680.0,0
54,25.933,4518152.0,0
2,0.0,42000.0,1
80,15.2361,1764118.0,0
32,6.8187,1337686.0,0
156,29.5059,12928442.0,0
149,47.8336,14398442.0,0
30,20.4303,2593293.0,0
101,20.0233,5108873.0,0
33,24.4833,1620855.0,0
114,21.3421,8352626.0,0
30,17.9635,2926947.0,0
264,125.253,13059186.0,0
65,21.6292,5439243.0,0
30,11.3062,1325006.0,0
76,10.3002,4430630.0,0
30,8.5675,2393320.0,0
249,90.9074,14694533.0,0
109,32.1531,5945052.0,0
119,38.7073,9463112.0,0
685,109.0489,28217830.0,0
31,17.9079,992862.0,0
24394,0.024,547819203.0,1
21,15.548,1050618.0,0
143,49.1968,11959568.0,0
24,11.4383,1751682.0,0
419,30.1613,17947659.0,0
126,65.4499,11376887.0,0
67,29.4105,3793171.0,0
141,11.111,6760098.0,0
62,32.7331,2102605.0,0
49,29.6174,4314649.0,0
10,6.1714,210373.0,0
36,14.6898,1276826.0,0
52,29.4496,5123400.0,0
47,14.795,2694481.0,0
58,16.8551,2437788.0,0
71,36.1921,4331717.0,0
211,10.3709,16171011.0,0
71,36.4183,4028887.0,0
26,20.5202,1889316.0,0
17,12.1045,499274.0,0
1,0.0,21000.0,1
33,7.6811,3269980.0,0
7,3.4598,287107.0,0
20,3.7756,933181.0,0
111,27.9789,8388246.0,0
209,53.6107,16835384.0,0
95,56.4319,9397860.0,0
42,10.6126,2742572.0,0
52,21.6283,4940231.0,0
54,21.8468,4596357.0,0
117,18.794,10786675.0,0
16155,0.039,376094270.0,1
17,3.8005,1305966.0,0
27,19.1315,1228131.0,0
16,11.3437,1558383.0,0
19,7.5807,1410875.0,0
113,18.2103,3364369.0,0
19,9.034,1159017.0,0
307,17.3598,20573287.0,0
92,43.4049,3040968.0,0
9,6.9245,875779.0,0
106,22.3153,7748238.0,0
18,10.457,1368952.0,0
75,4.9001,2517230.0,0
11,4.4614,445525.0,0
96,5.7301,4856169.0,0
63,25.6071,2715969.0,0
59,22.5921,1323842.0,0
78,33.662,7480534.0,0
92,21.575,3247674.0,0
27,13.976,1613669.0,0
49,15.25,2777474.0,0
90,13.8682,5318805.0,0
53,17.5184,2866129.0,0
33,14.7887,1927899.0,0
52,25.2148,5058256.0,0
40,18.9132,3302717.0,0
82,42.963,4833998.0,0
2,10.1958,127391.0,0
23,2.0014,1028203.0,0
38,13.2604,1225920.0,0
39,8.5437,1983042.0,0
21,10.9073,925912.0,0
34,8.5057,1906401.0,0
102,10.7335,6979494.0,0
179,61.9668,11920621.0,0
120,40.1308,6226581.0,0
527,193.5415,37614696.0,0
47,20.5024,1870448.0,0
38,28.1862,2026074.0,0
55,6.6078,1364996.0,0
101,39.8825,3184127.0,0
53,19.2625,4780093.0,0
412,193.5833,36023952.0,0
78,28.3882,5739177.0,0
66,13.3968,4429092.0,0
185,3.6878,6637237.0,0
13,5.9676,827341.0,0
63,26.821,2299962.0,0
51,16.3036,3945794.0,0
347,105.6561,13625790.0,0
58,18.5776,2169021.0,0
66,10.2733,4267240.0,0
24,14.3657,2305988.0,0
53,18.8084,2190957.0,0
225,47.9065,11973944.0,0
125,24.3109,9070971.0,0
77,27.6178,2046745.0,0
107,32.3622,10074425.0,0
20292,0.0293,456459060.0,1
42,27.4797,2958355.0,0
24,13.6869,1031888.0,0
69,7.5436,3908713.0,0
15,6.5585,1465805.0,0
79,18.7142,2547967.0,0
110,23.7315,5810930.0,0
35,19.6108,1929705.0,0
46,22.738,4064108.0,0
396,140.54,32570350.0,0
61,28.5611,1397964.0,0
249,21.2134,24283542.0,0
70,26.2956,4762176.0,0
46,7.8681,2776970.0,0
2,0.0,42000.0,1
43,18.1139,4014769.0,0
153,49.4018,11989595.0,0
236,104.3173,7627127.0,0
2,0.0,42000.0,1
40,6.5026,3438861.0,0
66,38.7128,3266139.0,0
95,12.6455,8717385.0,0
30,13.3739,1601178.0,0
202,34.2029,5595030.0,0
189,72.8321,14140629.0,0
30,4.4935,2612202.0,0
51,26.6339,1320054.0,0
2,0.0,42000.0,1
157,43.7938,9191176.0,0
15,1.3406,1301194.0,0
104,17.1262,5542980.0,0
53,20.616,4320797.0,0
292,104.1411,21567536.0,0
33,11.823,2183172.0,0
100,50.3827,6601593.0,0
12,14.0208,800525.0,0
410,17.4408,35194834.0,0
174,29.3934,14369065.0,0
70,17.6657,2588247.0,0
121,25.576,5852652.0,0
24,14.972,1774914.0,0
156,72.1334,6765585.0,0
20,12.2798,703432.0,0
100,25.954,5566437.0,0
20,10.2565,1030793.0,0
33963,0.0038,751899592.0,1
21,3.9389,1516848.0,0
1,0.0,21000.0,1
14,7.4955,1308951.0,0
44,14.1333,1902985.0,0
16,11.3588,955659.0,0
98,13.1221,5453241.0,0
18,15.84,573271.0,0
5,3.9359,373044.0,0
55,3.4193,2299575.0,0
238,120.7926,15080031.0,0
149,61.2588,4282918.0,0
20,10.5082,780726.0,0
49,5.9383,2875487.0,0
287,73.2545,7477800.0,0
190,25.1024,15744016.0,0
43,24.0222,2387316.0,0
15,5.2973,464950.0,0
32,14.1283,2930441.0,0
108,39.359,9177704.0,0
48,26.9651,1078094.0,0
235,45.6013,14671229.0,0
135,67.691,3259294.0,0
56,30.4134,2967049.0,0
93,15.6912,4586894.0,0
489,124.4069,38366397.0,0
186,59.6317,10720278.0,0
25,18.8848,1514121.0,0
30,14.3348,1248451.0,0
116,29.3097,4067832.0,0
79,24.5722,4393298.0,0
48,29.2552,4370417.0,0
70,27.9388,4126293.0,0
85,43.7248,5636639.0,0
47,18.5296,2698086.0,0
130,54.7014,10709970.0,0
42,14.5748,2755873.0,0
51,8.956,2322501.0,0
196,71.7418,9718282.0,0
106,7.5951,9817717.0,0
69,12.1153,6376126.0,0
29,6.4842,1015299.0,0
174,63.2909,5454435.0,0
196,19.1919,12204511.0,0
30,11.3763,1234645.0,0
89,18.3186,7616732.0,0
94,10.7088,2772371.0,0
275,80.2362,18202461.0,0
32,19.6608,953936.0,0
8,4.0535,493358.0,0
174,42.1041,8559169.0,0
1,0.0,21000.0,1
18,9.1476,1280029.0,0
542,261.895,11561121.0,0
40,9.2988,2080368.0,0
103,15.0416,2177183.0,0
20,9.4173,1113686.0,0
181,67.6568,11301407.0,0
50,14.5748,1574860.0,0
43,19.2372,3574128.0,0
242,58.8357,17583956.0,0
46,21.2454,4214058.0,0
22,13.0389,1424711.0,0
28,2.8004,2070357.0,0
137,15.4149,7213694.0,0
278,122.8786,10732639.0,0
26,9.6957,1090751.0,0
196,68.6696,11330749.0,0
91,27.3189,5051543.0,0
56,31.8394,4779368.0,0
1,0.0,21000.0,1
43,21.3501,1639997.0,0
173,77.9218,3942248.0,0
471,112.1559,15756226.0,0
11,5.1069,1085248.0,0
73,40.8919,3642785.0,0
39,12.4547,2078705.0,0
44,5.1938,2236240.0,0
64,18.5658,4515576.0,0
38,19.7566,984756.0,0
63,29.5585,3638003.0,0
18,6.7865,511455.0,0
177,27.5047,8811365.0,0
139,27.613,12767571.0,0
42,16.5292,1609071.0,0
17,12.0369,931961.0,0
43,24.7309,2687326.0,0
287,52.3431,19072087.0,0
87,51.9087,2432841.0,0
76,25.1673,1827611.0,0
91,33.6774,8004549.0,0
23,18.797,1538451.0,0
404,202.5923,37409122.0,0
21,6.6469,674500.0,0
27,8.9176,1862553.0,0
41,11.2826,3924324.0,0
130,30.9922,8062185.0,0
41609,0.0463,1033043250.0,1
19,12.4725,714232.0,0
27,15.917,973498.0,0
328,13.0779,10201216.0,0
143,41.9136,6389553.0,0
55,17.8262,2728018.0,0
62,21.6718,4181085.0,0
2,0.0,42000.0,1
586,289.1311,34679859.0,0
