Proposal_ID,Total_Eval_Txs,Network_Nodes,Honest_Nodes,Malicious_Nodes,True_Inherent_Risk,Malicious_Nodes_Vote,Standard_DAO_Score,Final_AI_Risk_Score,AI_Correction_Delta
PRJ-0384,20,100,65,15,46.64,86.47,51.45,48.11,3.33
PRJ-0385,20,100,65,15,61.86,92.97,63.13,59.33,3.8
PRJ-0386,20,100,65,15,73.83,50.07,76.01,77.56,1.56
PRJ-0387,20,100,65,15,82.95,47.73,76.08,80.43,4.35
PRJ-0388,20,100,65,15,65.22,88.2,62.52,60.11,2.41
PRJ-0389,20,100,65,15,75.84,38.11,74.63,76.88,2.25
PRJ-0390,20,100,65,15,59.01,87.26,64.3,57.47,6.83
PRJ-0391,20,100,65,15,42.12,74.96,47.85,45.19,2.66
PRJ-0392,20,100,65,15,95.0,63.77,88.5,93.59,5.1
PRJ-0393,20,100,65,15,95.0,69.6,96.62,99.3,2.68
PRJ-0394,20,100,65,15,73.89,52.35,74.58,75.55,0.97
PRJ-0395,20,100,65,15,62.45,98.22,69.02,63.1,5.92
PRJ-0396,20,100,65,15,79.33,56.38,72.88,72.9,0.02
PRJ-0397,20,100,65,15,54.25,86.21,55.15,49.87,5.28
PRJ-0398,20,100,65,15,63.17,91.6,69.54,65.17,4.37
PRJ-0399,20,100,65,15,83.32,46.52,78.25,83.73,5.48
PRJ-0400,20,100,65,15,50.61,82.36,51.9,51.26,0.63
PRJ-0401,20,100,65,15,57.67,83.64,59.8,55.49,4.32
PRJ-0402,20,100,65,15,38.47,75.31,45.43,41.6,3.82
PRJ-0403,20,100,65,15,72.7,50.03,64.76,68.97,4.21
PRJ-0404,20,100,65,15,21.92,51.85,25.67,22.45,3.22
PRJ-0405,20,100,65,15,89.92,57.71,82.39,87.1,4.71
PRJ-0406,20,100,65,15,72.03,38.89,66.11,71.48,5.36
PRJ-0407,20,100,65,15,63.5,101.62,66.19,62.32,3.87
PRJ-0408,20,100,65,15,52.6,87.78,53.47,49.62,3.85
PRJ-0409,20,100,65,15,87.39,66.72,83.7,86.23,2.53
PRJ-0410,20,100,65,15,53.79,82.01,54.83,52.8,2.03
PRJ-0411,20,100,65,15,76.05,37.32,69.89,74.64,4.75
PRJ-0412,20,100,65,15,72.74,47.54,66.93,70.97,4.04
PRJ-0413,20,100,65,15,76.91,47.64,70.96,73.51,2.56
PRJ-0414,20,100,65,15,44.65,71.64,49.9,45.96,3.94
PRJ-0415,20,100,65,15,53.98,84.45,57.57,52.8,4.78
PRJ-0416,20,100,65,15,82.23,48.07,76.99,81.01,4.03
PRJ-0417,20,100,65,15,52.59,75.9,53.04,51.55,1.48
PRJ-0418,20,100,65,15,21.18,49.42,30.57,23.81,6.76
PRJ-0419,20,100,65,15,74.29,38.16,72.94,78.98,6.04
PRJ-0420,20,100,65,15,54.08,89.81,58.0,53.01,4.99
PRJ-0421,20,100,65,15,55.31,90.45,57.57,53.15,4.43
PRJ-0422,20,100,65,15,50.7,88.26,53.8,47.82,5.97
PRJ-0423,20,100,65,15,60.62,91.4,64.84,58.57,6.27
PRJ-0424,20,100,65,15,63.83,96.97,66.89,61.94,4.95
PRJ-0425,20,100,65,15,58.6,84.35,65.05,62.31,2.73
PRJ-0426,20,100,65,15,43.43,76.12,53.14,47.24,5.9
PRJ-0427,20,100,65,15,58.29,81.45,64.47,62.22,2.25
PRJ-0428,20,100,65,15,77.79,51.46,77.73,80.89,3.16
PRJ-0429,20,100,65,15,59.98,88.78,60.65,57.96,2.68
PRJ-0430,20,100,65,15,71.35,33.71,64.88,69.0,4.12
PRJ-0431,20,100,65,15,65.36,105.05,73.83,69.73,4.1
PRJ-0432,20,100,65,15,71.79,48.47,74.82,76.63,1.81
PRJ-0433,20,100,65,15,62.19,96.58,72.84,67.38,5.46
PRJ-0434,20,100,65,15,95.0,57.84,89.64,93.1,3.46
PRJ-0435,20,100,65,15,67.53,96.95,71.49,69.95,1.54
PRJ-0436,20,100,65,15,82.1,54.94,81.62,83.22,1.6
PRJ-0437,20,100,65,15,84.45,50.21,76.28,82.1,5.82
PRJ-0438,20,100,65,15,57.43,84.39,59.14,55.83,3.31
PRJ-0439,20,100,65,15,89.23,62.18,88.2,89.8,1.61
PRJ-0440,20,100,65,15,87.82,48.24,85.36,88.73,3.37
PRJ-0441,20,100,65,15,51.44,85.17,53.6,51.07,2.53
PRJ-0442,20,100,65,15,82.82,46.07,78.09,81.87,3.77
PRJ-0443,20,100,65,15,78.07,51.96,71.91,74.22,2.32
PRJ-0444,20,100,65,15,94.08,55.32,86.32,93.87,7.55
PRJ-0445,20,100,65,15,70.26,45.05,69.34,72.05,2.72
PRJ-0446,20,100,65,15,81.65,50.44,79.45,82.78,3.33
PRJ-0447,20,100,65,15,63.01,93.94,69.07,62.87,6.21
PRJ-0448,20,100,65,15,63.19,85.41,66.83,64.2,2.63
PRJ-0449,20,100,65,15,56.97,82.57,61.63,57.78,3.85
PRJ-0450,20,100,65,15,67.86,106.07,74.99,68.7,6.3
PRJ-0451,20,100,65,15,76.08,39.49,68.99,75.45,6.46
PRJ-0452,20,100,65,15,81.29,59.04,78.08,81.95,3.87
PRJ-0453,20,100,65,15,70.51,50.26,70.39,74.55,4.17
PRJ-0454,20,100,65,15,59.76,91.73,59.99,54.99,5.0
PRJ-0455,20,100,65,15,49.19,87.04,55.64,48.69,6.95
PRJ-0456,20,100,65,15,90.66,69.97,87.04,91.12,4.08
PRJ-0457,20,100,65,15,66.05,87.93,68.82,68.04,0.78
PRJ-0458,20,100,65,15,68.58,105.16,76.51,71.04,5.47
PRJ-0459,20,100,65,15,67.84,94.18,65.64,66.64,1.0
PRJ-0460,20,100,65,15,75.17,43.13,72.18,77.81,5.63
PRJ-0461,20,100,65,15,62.94,94.77,74.41,68.67,5.74
PRJ-0462,20,100,65,15,84.72,54.48,80.56,82.72,2.16
PRJ-0463,20,100,65,15,61.31,100.32,72.03,63.38,8.64
PRJ-0464,20,100,65,15,62.36,92.49,71.6,67.82,3.77
PRJ-0465,20,100,65,15,55.66,85.11,58.23,55.57,2.66
PRJ-0466,20,100,65,15,45.2,69.12,42.16,41.77,0.38
PRJ-0467,20,100,65,15,42.43,62.54,47.18,44.96,2.22
PRJ-0468,20,100,65,15,43.14,74.58,48.24,45.68,2.56
PRJ-0469,20,100,65,15,36.87,58.61,39.88,37.35,2.52
PRJ-0470,20,100,65,15,75.07,48.17,70.11,72.64,2.53
PRJ-0471,20,100,65,15,81.14,41.28,80.91,83.46,2.55
PRJ-0472,20,100,65,15,64.09,91.98,65.54,62.56,2.98
PRJ-0473,20,100,65,15,37.95,70.11,40.49,34.88,5.6
PRJ-0474,20,100,65,15,72.63,33.53,66.94,73.38,6.45
PRJ-0475,20,100,65,15,57.75,80.04,66.22,61.18,5.04
PRJ-0476,20,100,65,15,78.45,51.07,66.1,72.16,6.07
PRJ-0477,20,100,65,15,61.83,83.44,62.75,59.47,3.28
PRJ-0478,20,100,65,15,66.15,99.52,71.65,67.89,3.76
PRJ-0479,20,100,65,15,48.64,81.37,56.01,52.84,3.17
PRJ-0480,20,100,65,15,65.28,102.76,73.58,67.8,5.78
PRJ-0481,20,100,65,15,55.81,76.05,56.12,55.32,0.8
PRJ-0482,20,100,65,15,66.63,96.35,65.84,61.74,4.1
PRJ-0483,20,100,65,15,56.77,83.63,61.46,57.81,3.65
PRJ-0484,20,100,65,15,49.58,86.5,60.65,54.64,6.01
PRJ-0485,20,100,65,15,55.31,81.43,59.11,58.56,0.55
PRJ-0486,20,100,65,15,78.79,42.82,77.17,79.68,2.5
PRJ-0487,20,100,65,15,69.33,95.71,73.39,70.33,3.07
PRJ-0488,20,100,65,15,77.16,45.14,72.29,73.6,1.31
PRJ-0489,20,100,65,15,80.49,51.88,75.12,81.1,5.98
PRJ-0490,20,100,65,15,58.84,79.35,58.74,56.03,2.71
PRJ-0491,20,100,65,15,84.65,56.46,81.46,86.83,5.37
PRJ-0492,20,100,65,15,61.86,93.98,65.29,63.51,1.79
PRJ-0493,20,100,65,15,46.48,80.25,50.32,45.57,4.74
PRJ-0494,20,100,65,15,69.2,89.75,68.76,67.65,1.11
PRJ-0495,20,100,65,15,73.19,52.58,68.8,72.09,3.29
PRJ-0496,20,100,65,15,63.36,83.82,63.2,60.31,2.89
PRJ-0497,20,100,65,15,61.12,83.44,69.27,66.66,2.61
PRJ-0498,20,100,65,15,60.57,98.34,66.74,61.45,5.29
PRJ-0499,20,100,65,15,82.6,54.89,78.84,82.83,3.99
PRJ-0500,20,100,65,15,71.72,48.63,63.17,69.35,6.18
PRJ-0501,20,100,65,15,90.99,62.18,92.93,97.28,4.34
PRJ-0502,20,100,65,15,72.51,48.62,64.23,67.84,3.61
PRJ-0503,20,100,65,15,62.48,94.09,60.36,58.69,1.67
PRJ-0504,20,100,65,15,76.22,43.69,67.68,73.33,5.65
PRJ-0505,20,100,65,15,27.05,59.46,34.65,28.72,5.93
PRJ-0506,20,100,65,15,94.38,73.59,86.56,90.73,4.17
PRJ-0507,20,100,65,15,95.0,64.33,88.23,90.86,2.63
PRJ-0508,20,100,65,15,72.02,36.13,66.77,70.8,4.03
PRJ-0509,20,100,65,15,74.32,44.66,70.28,73.37,3.08
PRJ-0510,20,100,65,15,64.56,92.07,72.32,67.47,4.85
PRJ-0511,20,100,65,15,51.41,81.64,52.89,49.35,3.53
PRJ-0512,20,100,65,15,85.62,48.31,84.51,91.54,7.03
PRJ-0513,20,100,65,15,64.18,95.65,71.02,66.4,4.62
PRJ-0514,20,100,65,15,74.68,36.82,70.66,76.64,5.98
PRJ-0515,20,100,65,15,73.9,53.52,67.08,66.85,0.23
PRJ-0516,20,100,65,15,67.92,102.38,76.18,73.35,2.83
PRJ-0517,20,100,65,15,53.41,89.5,56.7,53.63,3.07
PRJ-0518,20,100,65,15,44.31,83.45,46.38,41.65,4.73
PRJ-0519,20,100,65,15,79.3,44.49,77.25,81.11,3.86
PRJ-0520,20,100,65,15,72.74,37.36,66.48,72.18,5.7
PRJ-0521,20,100,65,15,82.83,61.06,82.0,84.82,2.81
PRJ-0522,20,100,65,15,81.05,52.9,75.16,78.3,3.14
PRJ-0523,20,100,65,15,54.87,91.04,57.64,53.95,3.69
PRJ-0524,20,100,65,15,60.38,86.37,66.16,61.96,4.2
PRJ-0525,20,100,65,15,65.02,86.02,68.55,64.36,4.19
PRJ-0526,20,100,65,15,79.06,53.16,72.73,76.98,4.24
PRJ-0527,20,100,65,15,53.46,79.89,58.08,52.87,5.21
PRJ-0528,20,100,65,15,62.09,94.9,63.61,58.51,5.11
PRJ-0529,20,100,65,15,65.9,88.36,73.89,69.27,4.62
PRJ-0530,20,100,65,15,45.37,74.35,52.74,47.59,5.15
PRJ-0531,20,100,65,15,92.01,67.17,91.33,95.09,3.76
PRJ-0532,20,100,65,15,57.63,93.7,66.36,61.46,4.9
PRJ-0533,20,100,65,15,80.9,55.47,83.65,88.25,4.6
PRJ-0534,20,100,65,15,57.37,80.04,57.11,52.98,4.13
PRJ-0535,20,100,65,15,57.14,77.14,57.97,56.62,1.35
PRJ-0536,20,100,65,15,81.82,56.29,76.81,79.69,2.88
PRJ-0537,20,100,65,15,60.08,86.41,66.81,62.35,4.46
PRJ-0538,20,100,65,15,51.99,77.4,52.94,50.54,2.4
PRJ-0539,20,100,65,15,57.86,86.53,64.65,61.15,3.51
PRJ-0540,20,100,65,15,67.9,107.19,75.62,69.32,6.3
PRJ-0541,20,100,65,15,68.98,101.63,65.43,64.18,1.24
PRJ-0542,20,100,65,15,62.99,96.31,66.55,63.71,2.85
PRJ-0543,20,100,65,15,66.33,101.97,70.21,66.57,3.64
PRJ-0544,20,100,65,15,60.26,87.46,63.9,59.88,4.02
PRJ-0545,20,100,65,15,65.01,89.19,65.48,64.74,0.73
PRJ-0546,20,100,65,15,30.56,51.6,26.73,25.02,1.7
PRJ-0547,20,100,65,15,58.2,82.44,65.65,63.02,2.63
PRJ-0548,20,100,65,15,69.51,107.11,80.74,72.68,8.05
PRJ-0549,20,100,65,15,75.06,52.33,64.9,69.29,4.4
PRJ-0550,20,100,65,15,77.27,50.96,78.24,81.38,3.14
PRJ-0551,20,100,65,15,47.16,84.96,53.33,50.77,2.56
PRJ-0552,20,100,65,15,74.58,53.41,65.45,69.58,4.12
PRJ-0553,20,100,65,15,65.61,85.91,68.93,64.59,4.33
PRJ-0554,20,100,65,15,57.3,77.69,53.98,51.89,2.09
PRJ-0555,20,100,65,15,61.57,92.19,56.54,55.46,1.08
PRJ-0556,20,100,65,15,62.13,91.42,66.42,62.55,3.88
PRJ-0557,20,100,65,15,65.34,100.82,68.18,65.58,2.6
PRJ-0558,20,100,65,15,81.71,42.19,80.66,83.73,3.06
PRJ-0559,20,100,65,15,75.09,54.74,72.13,75.66,3.53
PRJ-0560,20,100,65,15,56.4,86.76,60.64,58.38,2.26
PRJ-0561,20,100,65,15,46.41,83.35,49.59,43.58,6.01
PRJ-0562,20,100,65,15,65.76,94.92,73.48,69.2,4.28
PRJ-0563,20,100,65,15,40.99,75.94,44.3,39.36,4.95
PRJ-0564,20,100,65,15,40.35,79.51,44.75,39.25,5.49
PRJ-0565,20,100,65,15,65.31,89.23,65.57,64.37,1.2
PRJ-0566,20,100,65,15,55.75,91.38,58.78,55.76,3.02
PRJ-0567,20,100,65,15,48.33,76.09,54.47,50.33,4.13
PRJ-0568,20,100,65,15,82.1,55.2,78.33,79.86,1.53
PRJ-0569,20,100,65,15,61.49,95.64,70.48,64.99,5.5
PRJ-0570,20,100,65,15,63.86,103.02,67.14,61.55,5.6
PRJ-0571,20,100,65,15,40.89,62.41,50.54,45.06,5.48
PRJ-0572,20,100,65,15,65.1,94.3,69.27,66.9,2.37
PRJ-0573,20,100,65,15,31.82,52.82,33.69,33.96,0.27
PRJ-0574,20,100,65,15,61.0,85.84,66.71,63.27,3.44
PRJ-0575,20,100,65,15,41.03,62.49,51.22,45.93,5.29
PRJ-0576,20,100,65,15,44.55,68.35,48.56,45.52,3.04
PRJ-0577,20,100,65,15,71.39,41.85,65.07,69.81,4.74
PRJ-0578,20,100,65,15,72.32,39.51,68.01,70.48,2.47
PRJ-0579,20,100,65,15,50.65,80.63,60.52,54.88,5.64
PRJ-0580,20,100,65,15,70.33,45.76,67.23,71.12,3.89
PRJ-0581,20,100,65,15,46.24,80.82,55.26,49.94,5.31
PRJ-0582,20,100,65,15,58.22,78.8,58.39,56.82,1.56
PRJ-0583,20,100,65,15,95.0,67.04,89.25,93.21,3.96
PRJ-0584,20,100,65,15,55.29,90.37,53.12,49.89,3.23
PRJ-0585,20,100,65,15,37.0,68.28,41.6,39.17,2.44
PRJ-0586,20,100,65,15,76.86,52.05,72.09,77.96,5.87
PRJ-0587,20,100,65,15,65.21,104.22,67.98,62.85,5.14
PRJ-0588,20,100,65,15,75.29,43.69,73.5,73.82,0.32
PRJ-0589,20,100,65,15,89.26,51.38,81.08,87.32,6.24
PRJ-0590,20,100,65,15,45.05,74.57,51.01,48.68,2.33
PRJ-0591,20,100,65,15,43.23,69.86,43.45,41.72,1.73
PRJ-0592,20,100,65,15,70.45,49.03,67.86,69.78,1.92
PRJ-0593,20,100,65,15,25.94,52.58,31.63,27.7,3.93
PRJ-0594,20,100,65,15,71.06,37.97,70.34,74.31,3.96
PRJ-0595,20,100,65,15,38.32,60.88,40.82,38.8,2.02
PRJ-0596,20,100,65,15,63.78,84.87,60.61,61.89,1.28
PRJ-0597,20,100,65,15,48.69,83.53,53.84,47.64,6.19
PRJ-0598,20,100,65,15,47.77,73.83,54.59,49.46,5.13
PRJ-0599,20,100,65,15,82.91,55.49,75.49,79.04,3.55
PRJ-0600,20,100,65,15,71.93,38.71,64.63,72.31,7.68
PRJ-0601,20,100,65,15,66.28,101.89,67.55,63.54,4.01
PRJ-0602,20,100,65,15,72.84,51.99,71.13,74.08,2.94
PRJ-0603,20,100,65,15,74.76,39.58,69.7,71.81,2.1
PRJ-0604,20,100,65,15,50.03,80.21,51.75,49.18,2.57
PRJ-0605,20,100,65,15,74.1,39.81,70.2,73.79,3.59
PRJ-0606,20,100,65,15,78.31,44.42,74.6,79.65,5.05
PRJ-0607,20,100,65,15,74.99,51.08,74.74,76.96,2.22
PRJ-0608,20,100,65,15,55.74,95.31,55.48,51.17,4.31
PRJ-0609,20,100,65,15,71.59,32.65,68.64,73.58,4.94
PRJ-0610,20,100,65,15,90.12,66.86,81.74,83.27,1.53
PRJ-0611,20,100,65,15,75.43,38.65,70.69,76.44,5.75
PRJ-0612,20,100,65,15,63.93,88.63,68.88,65.0,3.88
PRJ-0613,20,100,65,15,78.36,57.32,77.82,80.24,2.42
PRJ-0614,20,100,65,15,65.75,103.0,75.0,71.32,3.68
PRJ-0615,20,100,65,15,72.38,49.75,61.5,67.08,5.58
PRJ-0616,20,100,65,15,81.46,44.03,70.63,76.15,5.52
PRJ-0617,20,100,65,15,80.9,49.46,79.44,82.98,3.54
PRJ-0618,20,100,65,15,44.51,70.26,46.59,44.18,2.41
PRJ-0619,20,100,65,15,49.56,84.21,47.55,44.26,3.29
PRJ-0620,20,100,65,15,81.69,46.02,74.55,78.93,4.39
PRJ-0621,20,100,65,15,56.96,78.09,53.45,51.12,2.33
PRJ-0622,20,100,65,15,83.54,50.7,79.21,84.05,4.84
PRJ-0623,20,100,65,15,81.76,46.74,78.25,84.27,6.01
PRJ-0624,20,100,65,15,45.11,70.64,46.78,44.0,2.78
PRJ-0625,20,100,65,15,70.16,46.57,66.62,69.61,2.99
PRJ-0626,20,100,65,15,53.62,87.71,59.85,57.28,2.56
PRJ-0627,20,100,65,15,37.31,61.41,34.62,32.95,1.67
PRJ-0628,20,100,65,15,55.25,81.0,55.32,50.99,4.33
PRJ-0629,20,100,65,15,68.11,89.62,69.31,67.56,1.74
PRJ-0630,20,100,65,15,67.65,89.49,71.32,68.17,3.15
PRJ-0631,20,100,65,15,90.1,69.8,85.77,91.11,5.34
PRJ-0632,20,100,65,15,77.45,45.25,77.98,81.54,3.57
PRJ-0633,20,100,65,15,48.16,87.1,55.27,48.18,7.08
PRJ-0634,20,100,65,15,69.07,100.82,74.25,69.6,4.65
PRJ-0635,20,100,65,15,80.71,49.05,77.55,82.76,5.21
PRJ-0636,20,100,65,15,64.35,103.5,64.71,61.66,3.05
PRJ-0637,20,100,65,15,81.87,42.33,76.98,81.1,4.13
PRJ-0638,20,100,65,15,49.71,84.67,52.84,47.92,4.92
PRJ-0639,20,100,65,15,63.03,97.5,68.5,65.18,3.32
PRJ-0640,20,100,65,15,40.9,73.17,45.51,41.45,4.06
PRJ-0641,20,100,65,15,45.62,69.6,49.05,47.09,1.96
PRJ-0642,20,100,65,15,68.95,89.23,74.4,71.22,3.18
PRJ-0643,20,100,65,15,53.24,74.49,52.34,50.39,1.95
PRJ-0644,20,100,65,15,52.52,84.66,59.77,57.15,2.62
PRJ-0645,20,100,65,15,56.3,94.95,64.06,58.51,5.55
PRJ-0646,20,100,65,15,72.08,39.74,65.12,68.1,2.98
PRJ-0647,20,100,65,15,78.04,50.62,73.36,78.58,5.21
PRJ-0648,20,100,65,15,65.57,96.34,72.78,67.83,4.96
PRJ-0649,20,100,65,15,53.21,88.96,56.79,50.8,5.99
PRJ-0650,20,100,65,15,75.82,50.86,74.0,79.72,5.71
PRJ-0651,20,100,65,15,55.91,94.64,71.05,64.4,6.65
PRJ-0652,20,100,65,15,53.5,73.94,50.31,49.8,0.51
PRJ-0653,20,100,65,15,65.38,103.92,67.38,61.11,6.27
PRJ-0654,20,100,65,15,54.65,82.85,58.25,55.28,2.97
PRJ-0655,20,100,65,15,46.15,67.56,50.11,48.26,1.85
PRJ-0656,20,100,65,15,60.8,98.44,64.39,61.31,3.08
PRJ-0657,20,100,65,15,73.56,47.36,70.52,75.03,4.51
PRJ-0658,20,100,65,15,55.82,86.53,55.64,54.02,1.62
PRJ-0659,20,100,65,15,44.73,70.89,47.52,42.58,4.95
PRJ-0660,20,100,65,15,73.21,43.1,62.37,67.41,5.04
PRJ-0661,20,100,65,15,61.55,85.43,64.0,60.09,3.91
PRJ-0662,20,100,65,15,95.0,58.24,92.84,96.72,3.88
PRJ-0663,20,100,65,15,71.3,48.09,75.17,75.74,0.56
PRJ-0664,20,100,65,15,48.04,81.92,52.8,46.99,5.8
PRJ-0665,20,100,65,15,58.74,89.04,65.64,60.15,5.49
PRJ-0666,20,100,65,15,78.78,51.69,75.44,78.18,2.74
PRJ-0667,20,100,65,15,61.74,86.65,72.16,65.35,6.81
PRJ-0668,20,100,65,15,71.49,46.81,65.73,69.66,3.93
PRJ-0669,20,100,65,15,80.32,49.5,75.01,82.61,7.6
PRJ-0670,20,100,65,15,36.8,60.24,45.6,41.81,3.78
PRJ-0671,20,100,65,15,25.46,56.11,31.05,26.62,4.43
PRJ-0672,20,100,65,15,78.86,56.52,73.25,77.6,4.34
PRJ-0673,20,100,65,15,51.57,79.41,51.96,49.46,2.5
PRJ-0674,20,100,65,15,74.77,44.61,70.52,74.1,3.58
PRJ-0675,20,100,65,15,60.5,93.07,73.15,65.25,7.9
PRJ-0676,20,100,65,15,48.32,68.52,51.73,47.21,4.52
PRJ-0677,20,100,65,15,69.21,106.08,79.29,75.15,4.13
PRJ-0678,20,100,65,15,70.84,35.01,60.83,64.36,3.52
PRJ-0679,20,100,65,15,45.21,72.97,46.58,43.95,2.63
PRJ-0680,20,100,65,15,64.05,94.88,70.96,65.46,5.5
PRJ-0681,20,100,65,15,55.9,84.57,64.21,58.96,5.25
PRJ-0682,20,100,65,15,57.62,84.63,57.51,54.23,3.27
PRJ-0683,20,100,65,15,55.63,90.09,58.63,54.87,3.76
PRJ-0684,20,100,65,15,31.92,52.08,40.36,37.26,3.1
PRJ-0685,20,100,65,15,74.77,38.68,66.54,70.74,4.21
PRJ-0686,20,100,65,15,64.9,86.23,73.16,68.47,4.69
PRJ-0687,20,100,65,15,71.86,35.8,71.4,76.08,4.68
PRJ-0688,20,100,65,15,76.84,43.41,69.76,73.26,3.5
PRJ-0689,20,100,65,15,86.05,48.24,80.41,86.4,5.99
PRJ-0690,20,100,65,15,57.81,92.98,64.43,59.8,4.63
PRJ-0691,20,100,65,15,90.5,57.85,88.26,92.95,4.69
PRJ-0692,20,100,65,15,79.12,44.79,70.14,76.23,6.09
PRJ-0693,20,100,65,15,52.29,76.58,51.39,49.31,2.08
PRJ-0694,20,100,65,15,53.23,83.37,58.94,55.81,3.13
PRJ-0695,20,100,65,15,51.38,87.31,61.27,56.91,4.36
PRJ-0696,20,100,65,15,80.46,55.18,75.18,80.61,5.43
PRJ-0697,20,100,65,15,67.58,91.4,68.7,67.61,1.09
PRJ-0698,20,100,65,15,51.57,83.48,56.49,50.69,5.79
PRJ-0699,20,100,65,15,77.72,42.51,71.69,74.68,2.98
PRJ-0700,20,100,65,15,74.38,45.74,72.54,73.63,1.09
PRJ-0701,20,100,65,15,70.24,43.78,63.51,65.77,2.26
PRJ-0702,20,100,65,15,61.05,100.97,67.47,63.14,4.33
PRJ-0703,20,100,65,15,70.03,48.68,68.85,71.18,2.33
PRJ-0704,20,100,65,15,41.97,78.1,47.22,44.43,2.79
PRJ-0705,20,100,65,15,49.75,85.42,54.51,49.77,4.74
PRJ-0706,20,100,65,15,62.98,96.07,66.33,59.94,6.4
PRJ-0707,20,100,65,15,74.33,43.06,73.39,77.8,4.41
PRJ-0708,20,100,65,15,81.36,49.63,79.48,83.79,4.31
PRJ-0709,20,100,65,15,67.17,101.32,71.29,67.36,3.93
PRJ-0710,20,100,65,15,88.45,56.51,79.36,83.37,4.01
PRJ-0711,20,100,65,15,70.51,38.65,63.52,65.38,1.87
PRJ-0712,20,100,65,15,78.28,44.78,71.17,76.38,5.21
PRJ-0713,20,100,65,15,49.12,83.06,62.98,56.84,6.15
PRJ-0714,20,100,65,15,65.06,88.18,68.57,63.49,5.08
PRJ-0715,20,100,65,15,83.46,54.36,84.07,88.19,4.12
PRJ-0716,20,100,65,15,51.8,75.2,58.59,55.53,3.06
PRJ-0717,20,100,65,15,88.31,49.09,85.34,90.43,5.09
PRJ-0718,20,100,65,15,71.95,43.91,75.02,73.75,1.27
PRJ-0719,20,100,65,15,68.62,100.28,72.28,66.87,5.42
PRJ-0720,20,100,65,15,61.93,82.97,65.04,59.6,5.44
PRJ-0721,20,100,65,15,63.89,101.51,69.24,63.78,5.46
PRJ-0722,20,100,65,15,53.63,77.85,60.3,56.27,4.03
PRJ-0723,20,100,65,15,74.44,34.5,69.57,72.98,3.41
PRJ-0724,20,100,65,15,55.53,84.83,60.71,56.99,3.72
PRJ-0725,20,100,65,15,57.25,78.67,59.47,56.84,2.63
PRJ-0726,20,100,65,15,53.8,83.18,54.81,51.53,3.28
PRJ-0727,20,100,65,15,57.63,97.09,62.23,57.27,4.96
PRJ-0728,20,100,65,15,61.38,97.34,62.06,56.9,5.16
PRJ-0729,20,100,65,15,46.95,72.08,47.23,43.95,3.28
PRJ-0730,20,100,65,15,59.72,80.97,62.16,61.9,0.26
PRJ-0731,20,100,65,15,73.93,36.63,66.01,71.05,5.04
PRJ-0732,20,100,65,15,51.1,82.37,51.6,46.47,5.13
PRJ-0733,20,100,65,15,59.61,82.49,64.18,61.15,3.03
PRJ-0734,20,100,65,15,95.0,65.24,90.1,91.93,1.83
PRJ-0735,20,100,65,15,63.79,84.93,68.08,63.51,4.57
PRJ-0736,20,100,65,15,56.76,91.26,52.65,50.61,2.05
PRJ-0737,20,100,65,15,92.49,66.21,91.58,94.87,3.29
PRJ-0738,20,100,65,15,70.53,30.74,67.36,73.15,5.79
PRJ-0739,20,100,65,15,60.82,95.65,67.54,63.65,3.89
PRJ-0740,20,100,65,15,43.92,80.69,38.55,33.59,4.95
PRJ-0741,20,100,65,15,79.27,50.19,69.08,74.98,5.9
PRJ-0742,20,100,65,15,51.13,75.06,54.8,50.88,3.91
PRJ-0743,20,100,65,15,93.56,68.97,99.7,100.0,0.3
PRJ-0744,20,100,65,15,62.61,95.85,66.1,59.19,6.92
PRJ-0745,20,100,65,15,68.25,92.63,68.0,64.92,3.08
PRJ-0746,20,100,65,15,52.44,78.16,55.87,53.42,2.45
PRJ-0747,20,100,65,15,48.43,75.77,56.61,51.52,5.1
PRJ-0748,20,100,65,15,57.3,94.2,60.53,56.99,3.54
PRJ-0749,20,100,65,15,57.03,81.4,58.32,57.01,1.31
PRJ-0750,20,100,65,15,75.22,49.96,72.34,74.64,2.29
PRJ-0751,20,100,65,15,73.02,43.86,69.13,74.63,5.49
PRJ-0752,20,100,65,15,71.88,42.15,65.24,68.99,3.75
PRJ-0753,20,100,65,15,50.95,80.31,54.93,50.27,4.66
PRJ-0754,20,100,65,15,62.19,85.28,68.14,66.49,1.65
PRJ-0755,20,100,65,15,23.79,60.34,26.72,22.37,4.35
PRJ-0756,20,100,65,15,85.83,55.61,76.79,81.86,5.07
PRJ-0757,20,100,65,15,76.52,55.52,75.32,77.48,2.17
PRJ-0758,20,100,65,15,95.0,66.24,89.26,93.74,4.48
PRJ-0759,20,100,65,15,60.69,85.44,64.82,61.87,2.96
PRJ-0760,20,100,65,15,58.64,84.26,60.29,58.37,1.92
PRJ-0761,20,100,65,15,58.76,93.77,60.46,55.78,4.68
PRJ-0762,20,100,65,15,83.86,59.12,79.44,83.49,4.05
PRJ-0763,20,100,65,15,75.28,53.96,75.16,79.41,4.25
PRJ-0764,20,100,65,15,75.03,50.34,74.73,78.77,4.04
PRJ-0765,20,100,65,15,62.08,100.74,68.03,62.84,5.19
PRJ-0766,20,100,65,15,68.78,102.35,70.79,68.92,1.86
PRJ-0767,20,100,65,15,78.04,52.4,70.64,74.9,4.26
PRJ-0768,20,100,65,15,79.33,46.88,79.51,82.94,3.43
